t(s),V
15272.999566,-0.173140
15274.000623,-0.171229
15275.000680,-0.171229
15276.000737,-0.169954
15277.000794,-0.169317
15278.000852,-0.170591
15278.998909,-0.171229
15279.998966,-0.176325
15281.000023,-0.168680
15282.000081,-0.169954
15283.000138,-0.173777
15284.000195,-0.171229
15285.000252,-0.171229
15285.998309,-0.169954
15286.999366,-0.173777
15288.000424,-0.170591
15289.000481,-0.170591
15290.000538,-0.171866
15290.999595,-0.171866
15292.000652,-0.170591
15293.000710,-0.171229
15294.000767,-0.171229
15295.000824,-0.171229
15295.999881,-0.169954
15296.999938,-0.170591
15297.999996,-0.171229
15299.000053,-0.173140
15300.000110,-0.173140
15301.000167,-0.171229
15302.000225,-0.170591
15303.000282,-0.168680
15304.000339,-0.171229
15305.000396,-0.173140
15305.999453,-0.171866
15306.999510,-0.173140
15308.000567,-0.172503
15308.999625,-0.171229
15310.000682,-0.171229
15311.000739,-0.171229
15312.000796,-0.169954
15313.000854,-0.171229
15313.999911,-0.173140
15314.999968,-0.170591
15316.000025,-0.173140
15317.000082,-0.170591
15318.000140,-0.171229
15319.000197,-0.170591
15319.999254,-0.174414
15321.000311,-0.171229
15321.999368,-0.173140
15323.000426,-0.173140
15324.000483,-0.169954
15325.000540,-0.171229
15326.000597,-0.169954
15327.000654,-0.170591
15328.000711,-0.174414
15329.000769,-0.171866
15330.000826,-0.170591
15330.999883,-0.168680
15331.999940,-0.172503
15332.999998,-0.172503
15334.000055,-0.172503
15335.000112,-0.171866
15336.000169,-0.170591
15337.000226,-0.171866
15337.999283,-0.169954
15339.000341,-0.174414
15340.000398,-0.171229
15341.000455,-0.171866
15342.000512,-0.171866
15343.000569,-0.170591
15344.000627,-0.172503
15345.000684,-0.170591
15345.999741,-0.173140
15347.000798,-0.171229
15348.000855,-0.172503
15348.998913,-0.171866
15349.998970,-0.174414
15351.000027,-0.168680
15352.000084,-0.169317
15353.000142,-0.172503
15354.000199,-0.173140
15355.000256,-0.170591
15356.000313,-0.171229
15357.000370,-0.172503
15357.999427,-0.172503
15359.000484,-0.173777
15360.000542,-0.169954
15361.000599,-0.169954
15362.000656,-0.169954
15363.000713,-0.168680
15364.000771,-0.171866
15364.999828,-0.173140
15365.998885,-0.173140
15366.999942,-0.170591
15367.998999,-0.171229
15368.999056,-0.172503
15370.000114,-0.171229
15371.000171,-0.171229
15372.000228,-0.169954
15373.000286,-0.173777
15374.000343,-0.173777
15375.000400,-0.171866
15375.999457,-0.173140
15377.000514,-0.171229
15378.000571,-0.171866
15379.000628,-0.171229
15380.000686,-0.174414
15380.998743,-0.169954
15382.000800,-0.169317
15383.000857,-0.172503
15383.999915,-0.171229
15384.998972,-0.171866
15386.000029,-0.171229
15387.000086,-0.172503
15387.999143,-0.168680
15389.000201,-0.173777
15390.000257,-0.174414
15391.000315,-0.169954
15392.000372,-0.171229
15393.000429,-0.173140
15394.000486,-0.173777
15395.000544,-0.170591
15395.999601,-0.172503
15396.999658,-0.175051
15398.000715,-0.171866
15398.999773,-0.171229
15400.000830,-0.173777
15400.999887,-0.174414
15401.999944,-0.171866
15403.000001,-0.173777
15403.999058,-0.172503
15405.000116,-0.173777
15406.000173,-0.172503
15406.999230,-0.171229
15408.000288,-0.174414
15409.000345,-0.171866
15410.000401,-0.173140
15411.000459,-0.173777
15412.000516,-0.173140
15412.999573,-0.171229
15414.000630,-0.176325
15414.999688,-0.171229
15416.000745,-0.173777
15417.000802,-0.173140
15418.000859,-0.171229
15418.999917,-0.172503
15419.999974,-0.174414
15421.000031,-0.171229
15422.000088,-0.173777
15422.999145,-0.171229
15424.000203,-0.170591
15425.000259,-0.174414
15426.000317,-0.171229
15426.999374,-0.174414
15428.000431,-0.171866
15429.000488,-0.172503
15430.000546,-0.174414
15430.999603,-0.172503
15432.000660,-0.173777
15433.000717,-0.169954
15434.000774,-0.173777
15435.000832,-0.171229
15435.998888,-0.174414
15436.999946,-0.173140
15438.000003,-0.174414
15438.999060,-0.174414
15440.000118,-0.174414
15441.000175,-0.175051
15442.000232,-0.173777
15442.999289,-0.176963
15443.999346,-0.171866
15444.999403,-0.172503
15446.000461,-0.175051
15447.000518,-0.174414
15448.000575,-0.176963
15449.000632,-0.176325
15450.000690,-0.171229
15451.000747,-0.171229
15452.000804,-0.174414
15453.000861,-0.173140
15453.999918,-0.173140
15454.999976,-0.174414
15456.000033,-0.173777
15457.000090,-0.174414
15458.000147,-0.174414
15459.000205,-0.172503
15460.000261,-0.173140
15461.000319,-0.172503
15462.000376,-0.176325
15462.999433,-0.176325
15464.000490,-0.173777
15465.000547,-0.173777
15466.000605,-0.173140
15467.000662,-0.173777
15468.000719,-0.171866
15469.000776,-0.174414
15470.000834,-0.173140
15470.999891,-0.172503
15471.999948,-0.172503
15473.000005,-0.173777
15474.000062,-0.175051
15474.999119,-0.171229
15475.999177,-0.173140
15477.000234,-0.174414
15477.999291,-0.176963
15479.000348,-0.172503
15480.000405,-0.173777
15481.000463,-0.171229
15482.000520,-0.174414
15483.000577,-0.169954
15484.000634,-0.172503
15485.000691,-0.173140
15486.000749,-0.172503
15487.000806,-0.173777
15488.000863,-0.174414
15488.998920,-0.174414
15489.999978,-0.175051
15491.000035,-0.175051
15491.999092,-0.174414
15493.000149,-0.176325
15494.000206,-0.176325
15495.000263,-0.174414
15496.000320,-0.174414
15497.000378,-0.173140
15498.000435,-0.175688
15499.000492,-0.173777
15500.000549,-0.174414
15500.999607,-0.171229
15502.000664,-0.172503
15503.000721,-0.174414
15504.000778,-0.173777
15505.000835,-0.174414
15505.999893,-0.174414
15506.999950,-0.174414
15508.000007,-0.171229
15509.000064,-0.171866
15510.000121,-0.174414
15511.000178,-0.173140
15512.000236,-0.176325
15513.000293,-0.175688
15514.000350,-0.175051
15515.000407,-0.173777
15516.000464,-0.174414
15517.000522,-0.174414
15518.000579,-0.175051
15519.000636,-0.174414
15520.000693,-0.174414
15520.999751,-0.173140
15522.000808,-0.175051
15523.000865,-0.174414
15523.999922,-0.175051
15524.998979,-0.171229
15526.000037,-0.178237
15527.000094,-0.173777
15528.000151,-0.175051
15529.000208,-0.173777
15530.000265,-0.173140
15531.000322,-0.174414
15532.000380,-0.174414
15532.999437,-0.174414
15534.000494,-0.174414
15535.000551,-0.176963
15535.999609,-0.176325
15536.999666,-0.174414
15538.000723,-0.174414
15539.000780,-0.174414
15540.000837,-0.173140
15540.999895,-0.173777
15541.999952,-0.175051
15542.999009,-0.175688
15544.000066,-0.176963
15544.999123,-0.176325
15546.000180,-0.171866
15547.000237,-0.173140
15548.000295,-0.175051
15549.000352,-0.172503
15550.000409,-0.174414
15551.000466,-0.175051
15552.000524,-0.174414
15552.999581,-0.176963
15554.000638,-0.174414
15555.000695,-0.176325
15556.000752,-0.176325
15557.000810,-0.173777
15558.000867,-0.175051
15558.998924,-0.173140
15559.998981,-0.176325
15560.999038,-0.175051
15562.000096,-0.175051
15563.000153,-0.176325
15564.000210,-0.173140
15565.000267,-0.173777
15566.000324,-0.173777
15567.000381,-0.173140
15567.999439,-0.178874
15569.000496,-0.173777
15570.000553,-0.174414
15570.999610,-0.175051
15572.000668,-0.173777
15573.000725,-0.175051
15573.999782,-0.176963
15575.000839,-0.174414
15575.999897,-0.176325
15576.999954,-0.174414
15578.000010,-0.174414
15579.000068,-0.175688
15580.000125,-0.175051
15581.000182,-0.175051
15582.000239,-0.178237
15582.999297,-0.177600
15584.000354,-0.176963
15585.000411,-0.177600
15586.000468,-0.176325
15586.999526,-0.174414
15588.000583,-0.176325
15589.000640,-0.174414
15589.999697,-0.176963
15591.000754,-0.174414
15592.000812,-0.176325
15593.000869,-0.174414
15593.999926,-0.175051
15594.999983,-0.176963
15596.000040,-0.178237
15597.000097,-0.173140
15598.000154,-0.175051
15599.000212,-0.175051
15600.000269,-0.177600
15600.999326,-0.173140
15602.000383,-0.173777
15603.000441,-0.173140
15604.000498,-0.173777
15605.000555,-0.176325
15606.000612,-0.177600
15607.000669,-0.177600
15608.000727,-0.178874
15609.000784,-0.175051
15610.000841,-0.178237
15610.999898,-0.178874
15611.999956,-0.176325
15612.999012,-0.176963
15613.999070,-0.174414
15615.000127,-0.176963
15616.000184,-0.175051
15617.000241,-0.176963
15617.999299,-0.176325
15619.000356,-0.175688
15620.000413,-0.176963
15621.000470,-0.174414
15622.000527,-0.176963
15623.000585,-0.178237
15624.000642,-0.175051
15625.000699,-0.174414
15625.999756,-0.175051
15627.000813,-0.178874
15627.999870,-0.178237
15628.999928,-0.176325
15629.998985,-0.174414
15631.000042,-0.174414
15632.000099,-0.179511
15632.999156,-0.175051
15634.000214,-0.176963
15635.000271,-0.176325
15636.000328,-0.178237
15637.000385,-0.176963
15638.000443,-0.173140
15639.000500,-0.179511
15640.000557,-0.175051
15641.000614,-0.178237
15642.000671,-0.176325
15643.000729,-0.174414
15644.000786,-0.174414
15645.000843,-0.178237
15645.998900,-0.175051
15646.999958,-0.175688
15648.000014,-0.178237
15649.000072,-0.176325
15650.000129,-0.176963
15651.000186,-0.176325
15651.999243,-0.174414
15652.999300,-0.174414
15653.999358,-0.175051
15655.000415,-0.176963
15656.000472,-0.174414
15657.000529,-0.178237
15658.000587,-0.175051
15659.000644,-0.174414
15660.000701,-0.175051
15660.999758,-0.175688
15661.999815,-0.178874
15663.000873,-0.177600
15663.998930,-0.176963
15664.998987,-0.176963
15666.000044,-0.174414
15667.000101,-0.174414
15668.000158,-0.178237
15669.000216,-0.178237
15670.000273,-0.175051
15671.000330,-0.175051
15672.000387,-0.174414
15673.000444,-0.178874
15674.000502,-0.176325
15675.000559,-0.175688
15676.000616,-0.174414
15676.999673,-0.175688
15677.999731,-0.178237
15679.000788,-0.176963
15679.999845,-0.177600
15680.999902,-0.176963
15681.999959,-0.178237
15682.999016,-0.176325
15684.000073,-0.176325
15685.000131,-0.178237
15685.999188,-0.178874
15687.000245,-0.176325
15687.999302,-0.176963
15689.000360,-0.176963
15690.000417,-0.176963
15691.000474,-0.176963
15691.999531,-0.179511
15692.999588,-0.176325
15694.000646,-0.175051
15694.999703,-0.178874
15696.000760,-0.176963
15697.000817,-0.175051
15698.000875,-0.176325
15698.998931,-0.174414
15699.999989,-0.173777
15700.999046,-0.176325
15702.000103,-0.176325
15702.999160,-0.178874
15703.999218,-0.178874
15705.000275,-0.176963
15706.000332,-0.176325
15707.000389,-0.178874
15708.000446,-0.179511
15709.000504,-0.176325
15710.000561,-0.178874
15710.999618,-0.178874
15711.999675,-0.178874
15713.000732,-0.176325
15714.000790,-0.178237
15715.000847,-0.177600
15715.999904,-0.175051
15716.999961,-0.180148
15718.000018,-0.176963
15718.999075,-0.178237
15720.000133,-0.178237
15721.000190,-0.178874
15722.000247,-0.176963
15723.000304,-0.176325
15724.000361,-0.174414
15725.000419,-0.177600
15726.000476,-0.178237
15727.000533,-0.178874
15728.000590,-0.176963
15729.000648,-0.176963
15730.000705,-0.178874
15730.999762,-0.178237
15732.000819,-0.177600
15732.999876,-0.176325
15733.999933,-0.178874
15734.999990,-0.178874
15736.000048,-0.178237
15737.000105,-0.178874
15738.000162,-0.180148
15738.999219,-0.176325
15739.999277,-0.174414
15741.000334,-0.179511
15741.999391,-0.176325
15742.999448,-0.176325
15744.000505,-0.178874
15745.000563,-0.178874
15746.000620,-0.178237
15746.999677,-0.176963
15748.000734,-0.180148
15749.000792,-0.176963
15750.000849,-0.176325
15750.999906,-0.178237
15751.999963,-0.179511
15753.000020,-0.175688
15754.000077,-0.178237
15755.000134,-0.180148
15756.000192,-0.178874
15757.000249,-0.181422
15758.000306,-0.177600
15759.000363,-0.178874
15760.000421,-0.178237
15761.000478,-0.179511
15762.000535,-0.176963
15762.999592,-0.176325
15763.999650,-0.176963
15765.000707,-0.174414
15766.000764,-0.176963
15767.000821,-0.176325
15767.999878,-0.177600
15768.998935,-0.176325
15769.999992,-0.180148
15770.999050,-0.174414
15771.999107,-0.178237
15773.000164,-0.178874
15773.999221,-0.178874
15775.000278,-0.178874
15776.000336,-0.177600
15776.999393,-0.178237
15778.000450,-0.178237
15779.000507,-0.178237
15780.000565,-0.179511
15780.999621,-0.180148
15781.999679,-0.176963
15783.000736,-0.178874
15784.000793,-0.175051
15785.000851,-0.177600
15785.999907,-0.178237
15786.999965,-0.176325
15788.000022,-0.176963
15789.000079,-0.179511
15790.000136,-0.176963
15791.000194,-0.176963
15792.000251,-0.178874
15792.999308,-0.180148
15794.000365,-0.177600
15795.000422,-0.176325
15796.000480,-0.180785
15797.000537,-0.178874
15798.000594,-0.178237
15799.000651,-0.178874
15800.000709,-0.180148
15801.000766,-0.179511
15802.000823,-0.178237
15802.999880,-0.178874
15803.999937,-0.179511
15804.999994,-0.178874
15806.000051,-0.176325
15807.000109,-0.177600
15808.000166,-0.177600
15809.000223,-0.178874
15810.000280,-0.177600
15811.000338,-0.178874
15811.999395,-0.181422
15813.000452,-0.180785
15814.000509,-0.176963
15815.000566,-0.178874
15816.000624,-0.178237
15817.000681,-0.178237
15818.000738,-0.179511
15819.000795,-0.178874
15819.999852,-0.178237
15820.999909,-0.178874
15821.999967,-0.178237
15822.999024,-0.178874
15824.000081,-0.176325
15824.999138,-0.181422
15826.000196,-0.177600
15827.000253,-0.178237
15828.000310,-0.178874
15829.000367,-0.179511
15829.999424,-0.180148
15831.000482,-0.177600
15832.000539,-0.178874
15832.999596,-0.179511
15834.000653,-0.175688
15835.000710,-0.178237
15835.999767,-0.178237
15837.000825,-0.177600
15837.999882,-0.178237
15838.999939,-0.178874
15839.999996,-0.179511
15840.999053,-0.178874
15841.999111,-0.181422
15842.999168,-0.178237
15844.000225,-0.178874
15845.000282,-0.180148
15846.000340,-0.179511
15847.000397,-0.179511
15848.000454,-0.180785
15849.000511,-0.180785
15850.000568,-0.175051
15851.000626,-0.178874
15852.000683,-0.177600
15853.000740,-0.178874
15854.000797,-0.176325
15855.000854,-0.176963
15855.998911,-0.180785
15856.999969,-0.179511
15858.000026,-0.178874
15859.000083,-0.178874
15860.000140,-0.178237
15861.000197,-0.176963
15862.000255,-0.178874
15863.000312,-0.176325
15863.999369,-0.178874
15865.000426,-0.178874
15865.999483,-0.180148
15867.000541,-0.180785
15868.000598,-0.178874
15869.000655,-0.178874
15870.000712,-0.176963
15871.000770,-0.180785
15872.000827,-0.178874
15872.999884,-0.178874
15873.999941,-0.181422
15874.999998,-0.178237
15876.000055,-0.177600
15877.000113,-0.178874
15877.999170,-0.178874
15878.999227,-0.181422
15879.999284,-0.178874
15881.000341,-0.178237
15881.999399,-0.178874
15883.000456,-0.177600
15884.000513,-0.181422
15885.000570,-0.177600
15885.999627,-0.179511
15887.000685,-0.178874
15888.000742,-0.178874
15889.000799,-0.182696
15889.999856,-0.180148
15890.998913,-0.180148
15891.999970,-0.182059
15893.000028,-0.181422
15894.000085,-0.180148
15895.000142,-0.180785
15896.000199,-0.179511
15897.000257,-0.178237
15897.999314,-0.181422
15899.000371,-0.178874
15900.000428,-0.181422
15900.999485,-0.179511
15902.000543,-0.180148
15902.999599,-0.178874
15904.000657,-0.180148
15905.000714,-0.175688
15906.000772,-0.181422
15907.000829,-0.179511
15907.998886,-0.179511
15908.999943,-0.176963
15909.999000,-0.178874
15910.999057,-0.180148
15912.000114,-0.178874
15912.999172,-0.178237
15914.000229,-0.178237
15915.000286,-0.182059
15916.000343,-0.179511
15917.000401,-0.181422
15918.000458,-0.178874
15919.000515,-0.183334
15920.000572,-0.178874
15921.000629,-0.178874
15922.000687,-0.178874
15923.000743,-0.179511
15924.000801,-0.178874
15925.000858,-0.178874
15925.999915,-0.181422
15926.999972,-0.181422
15928.000030,-0.177600
15929.000087,-0.178874
15930.000144,-0.179511
15931.000201,-0.182059
15931.999259,-0.182059
15933.000316,-0.178874
15934.000373,-0.178874
15935.000430,-0.178874
15936.000487,-0.178237
15937.000545,-0.179511
15938.000602,-0.178874
15939.000659,-0.181422
15940.000716,-0.181422
15940.999773,-0.182059
15941.999830,-0.182059
15942.999887,-0.181422
15943.999945,-0.180148
15944.999002,-0.180148
15946.000059,-0.180785
15947.000116,-0.180148
15948.000174,-0.179511
15949.000231,-0.183971
15950.000288,-0.180785
15951.000345,-0.183334
15951.999402,-0.178874
15953.000460,-0.179511
15954.000517,-0.182696
15955.000574,-0.176963
15955.999631,-0.180148
15957.000689,-0.182059
15958.000745,-0.181422
15959.000803,-0.181422
15959.999860,-0.181422
15960.998917,-0.181422
15961.999974,-0.176963
15963.000031,-0.180785
15964.000089,-0.180148
15965.000146,-0.181422
15966.000203,-0.178237
15967.000260,-0.181422
15967.999318,-0.179511
15969.000375,-0.182059
15970.000432,-0.182696
15971.000489,-0.183334
15972.000546,-0.182696
15973.000603,-0.181422
15974.000660,-0.179511
15974.999718,-0.182059
15975.999775,-0.181422
15977.000832,-0.182059
15977.999889,-0.180785
15978.999947,-0.181422
15980.000004,-0.179511
15981.000061,-0.181422
15982.000118,-0.182059
15983.000175,-0.181422
15983.999232,-0.179511
15985.000290,-0.183334
15986.000347,-0.183971
15987.000404,-0.181422
15988.000462,-0.181422
15989.000519,-0.178874
15989.999576,-0.180148
15990.999633,-0.181422
15992.000690,-0.179511
15993.000747,-0.180785
15994.000804,-0.180785
15995.000862,-0.180148
15995.999919,-0.181422
15996.999976,-0.181422
15998.000033,-0.180148
15999.000091,-0.183334
16000.000148,-0.178237
16001.000205,-0.180148
16002.000262,-0.181422
16002.999320,-0.178874
16004.000377,-0.179511
16005.000434,-0.181422
16006.000491,-0.180148
16007.000548,-0.180148
16008.000605,-0.181422
16009.000662,-0.183971
16010.000720,-0.181422
16011.000777,-0.179511
16012.000834,-0.182696
16012.999891,-0.182696
16013.999949,-0.184608
16015.000006,-0.182059
16016.000063,-0.181422
16017.000120,-0.180785
16018.000177,-0.181422
16019.000235,-0.180148
16019.999291,-0.181422
16021.000349,-0.182059
16021.999406,-0.182059
16023.000463,-0.179511
16024.000521,-0.182059
16025.000578,-0.179511
16026.000635,-0.180148
16027.000692,-0.180148
16028.000749,-0.178874
16029.000806,-0.178237
16030.000864,-0.180785
16030.999921,-0.183971
16031.999978,-0.181422
16033.000035,-0.179511
16033.999093,-0.176963
16035.000150,-0.180785
16036.000207,-0.181422
16036.999264,-0.180148
16037.999321,-0.182059
16039.000379,-0.179511
16040.000436,-0.183334
16041.000493,-0.181422
16042.000550,-0.183971
16042.999607,-0.185245
16044.000664,-0.183334
16045.000721,-0.180148
16046.000779,-0.181422
16046.999836,-0.180148
16047.998893,-0.182696
16048.999950,-0.184608
16050.000008,-0.178874
16050.999065,-0.180148
16052.000122,-0.180148
16052.999179,-0.183971
16053.999236,-0.181422
16055.000294,-0.181422
16056.000351,-0.181422
16057.000408,-0.181422
16058.000465,-0.183334
16058.999522,-0.183334
16060.000580,-0.182059
16061.000637,-0.180148
16061.999694,-0.182059
16063.000751,-0.180148
16064.000808,-0.182696
16065.000865,-0.182696
16065.999923,-0.182696
16066.999980,-0.182696
16068.000037,-0.182059
16069.000094,-0.182059
16070.000152,-0.181422
16071.000209,-0.183971
16072.000266,-0.181422
16073.000323,-0.185245
16074.000381,-0.182696
16075.000438,-0.183971
16076.000495,-0.181422
16077.000552,-0.181422
16078.000609,-0.184608
16079.000666,-0.183334
16080.000723,-0.178874
16081.000781,-0.180785
16082.000838,-0.181422
16082.999895,-0.180148
16083.998952,-0.180785
16085.000010,-0.182059
16086.000067,-0.183334
16087.000124,-0.182696
16088.000181,-0.178237
16089.000238,-0.178874
16089.999295,-0.183334
16091.000353,-0.182059
16092.000410,-0.181422
16092.999467,-0.181422
16094.000524,-0.181422
16095.000581,-0.178874
16096.000638,-0.182696
16097.000696,-0.182059
16098.000753,-0.181422
16099.000810,-0.180785
16100.000867,-0.182059
16100.998925,-0.181422
16101.999982,-0.182059
16103.000039,-0.183334
16104.000096,-0.178237
16104.999153,-0.179511
16106.000211,-0.182059
16107.000268,-0.181422
16108.000325,-0.181422
16109.000382,-0.183971
16110.000440,-0.183334
16111.000497,-0.183334
16112.000554,-0.184608
16112.999611,-0.182059
16114.000668,-0.183971
16115.000725,-0.182059
16116.000782,-0.182059
16117.000840,-0.183971
16117.999897,-0.180785
16118.998954,-0.184608
16119.999012,-0.183971
16121.000069,-0.183334
16122.000126,-0.181422
16123.000183,-0.183971
16123.999240,-0.182059
16125.000298,-0.181422
16126.000354,-0.181422
16127.000412,-0.183971
16128.000469,-0.182696
16128.999526,-0.181422
16130.000583,-0.182696
16130.999640,-0.182059
16132.000698,-0.181422
16133.000755,-0.182059
16134.000812,-0.183334
16135.000869,-0.183971
16135.999927,-0.180148
16136.999984,-0.178874
16138.000041,-0.182696
16139.000098,-0.183334
16140.000155,-0.181422
16141.000213,-0.183334
16142.000270,-0.183334
16142.999327,-0.184608
16144.000384,-0.181422
16145.000442,-0.183971
16146.000498,-0.181422
16146.999556,-0.180785
16148.000613,-0.183971
16149.000670,-0.184608
16150.000727,-0.181422
16151.000784,-0.184608
16152.000842,-0.183971
16152.999899,-0.182696
16153.999956,-0.184608
16155.000013,-0.186519
16156.000071,-0.181422
16157.000128,-0.185245
16158.000185,-0.185245
16159.000242,-0.185882
16159.999299,-0.183971
16161.000356,-0.183971
16162.000413,-0.183971
16162.999471,-0.186519
16164.000528,-0.183971
16165.000585,-0.185882
16166.000642,-0.183971
16167.000700,-0.182059
16168.000757,-0.183334
16168.999814,-0.186519
16170.000871,-0.181422
16170.999928,-0.184608
16171.999986,-0.184608
16173.000043,-0.182059
16173.999100,-0.184608
16175.000157,-0.182696
16176.000215,-0.180148
16177.000272,-0.184608
16177.999329,-0.182059
16179.000386,-0.184608
16180.000443,-0.184608
16180.999500,-0.182696
16182.000557,-0.184608
16183.000615,-0.182059
16184.000672,-0.181422
16185.000729,-0.181422
16186.000786,-0.185245
16187.000844,-0.181422
16187.999901,-0.183971
16188.999958,-0.185882
16189.999015,-0.181422
16190.999072,-0.183971
16191.999129,-0.183334
16193.000187,-0.184608
16194.000244,-0.187156
16195.000301,-0.184608
16196.000358,-0.182059
16197.000415,-0.182059
16198.000473,-0.183334
16199.000530,-0.182696
16199.999587,-0.181422
16201.000644,-0.189068
16202.000701,-0.183334
16203.000759,-0.183971
16204.000816,-0.183971
16205.000873,-0.181422
16205.999930,-0.183334
16206.999988,-0.185245
16208.000045,-0.181422
16208.999102,-0.185882
16210.000159,-0.183971
16211.000216,-0.182059
16211.999273,-0.184608
16212.999331,-0.186519
16214.000388,-0.183971
16215.000445,-0.184608
16216.000502,-0.182696
16217.000559,-0.185245
16218.000617,-0.184608
16219.000674,-0.184608
16220.000731,-0.183971
16221.000788,-0.182059
16222.000845,-0.183971
16222.999903,-0.182059
16223.999960,-0.183971
16224.999017,-0.183334
16226.000074,-0.186519
16226.999131,-0.183971
16227.999188,-0.183971
16228.999246,-0.184608
16230.000303,-0.183971
16231.000360,-0.184608
16232.000417,-0.186519
16233.000474,-0.186519
16234.000532,-0.184608
16235.000589,-0.185882
16236.000646,-0.185245
16237.000703,-0.185245
16238.000761,-0.183971
16238.999818,-0.182059
16240.000875,-0.185882
16240.999932,-0.182059
16241.999990,-0.184608
16243.000047,-0.182696
16244.000104,-0.186519
16245.000161,-0.187156
16246.000218,-0.180148
16247.000275,-0.187156
16248.000332,-0.183971
16248.999390,-0.183971
16250.000447,-0.184608
16251.000504,-0.183334
16251.999561,-0.185245
16253.000618,-0.185245
16254.000676,-0.183971
16255.000733,-0.183971
16256.000790,-0.182059
16257.000847,-0.182059
16257.999905,-0.184608
16258.999962,-0.185245
16259.999019,-0.186519
16261.000076,-0.186519
16261.999133,-0.182059
16262.999190,-0.182696
16264.000248,-0.182696
16264.999305,-0.183971
16266.000362,-0.186519
16266.999419,-0.184608
16268.000476,-0.183971
16269.000534,-0.185245
16270.000591,-0.183971
16270.999648,-0.185245
16272.000705,-0.183971
16273.000762,-0.185245
16274.000820,-0.183971
16274.998877,-0.186519
16275.999934,-0.183971
16276.999991,-0.183334
16278.000049,-0.181422
16279.000106,-0.186519
16279.999163,-0.186519
16281.000220,-0.185882
16282.000277,-0.183971
16283.000334,-0.185245
16284.000391,-0.185245
16285.000449,-0.183971
16286.000506,-0.181422
16286.999563,-0.185882
16287.999620,-0.183334
16289.000678,-0.185245
16290.000735,-0.185245
16290.999792,-0.182059
16292.000849,-0.189068
16292.999907,-0.185245
16293.999964,-0.184608
16295.000021,-0.183971
16296.000078,-0.183334
16296.999135,-0.183971
16298.000193,-0.189068
16299.000250,-0.183971
16300.000307,-0.183971
16301.000364,-0.187793
16302.000421,-0.186519
16302.999478,-0.185882
16304.000535,-0.184608
16304.999593,-0.185882
16306.000650,-0.185245
16306.999707,-0.183971
16308.000764,-0.185882
16309.000822,-0.187156
16309.999879,-0.183971
16310.999936,-0.186519
16311.999993,-0.187156
16313.000051,-0.184608
16313.999107,-0.185882
16314.999165,-0.184608
16316.000222,-0.182696
16317.000279,-0.185245
16317.999336,-0.185245
16319.000393,-0.185245
16320.000451,-0.183334
16321.000508,-0.186519
16322.000565,-0.183971
16322.999622,-0.189068
16324.000679,-0.184608
16324.999737,-0.187156
16326.000794,-0.187156
16326.999851,-0.187156
16327.999908,-0.185245
16328.999965,-0.185245
16330.000022,-0.187793
16331.000080,-0.183971
16332.000137,-0.185245
16333.000194,-0.185882
16333.999251,-0.185882
16335.000309,-0.186519
16336.000366,-0.183334
16336.999423,-0.183334
16338.000480,-0.184608
16339.000537,-0.185882
16340.000595,-0.183971
16341.000652,-0.185882
16342.000709,-0.183971
16343.000766,-0.187156
16344.000823,-0.188430
16344.999881,-0.184608
16345.999938,-0.185245
16346.999995,-0.187156
16348.000052,-0.183334
16349.000109,-0.183971
16350.000166,-0.188430
16351.000224,-0.183334
16352.000281,-0.183971
16352.999338,-0.187156
16353.999395,-0.184608
16355.000453,-0.183971
16356.000510,-0.187156
16356.999567,-0.185882
16357.999624,-0.183971
16359.000681,-0.184608
16360.000739,-0.185882
16361.000796,-0.188430
16362.000853,-0.183334
16362.998910,-0.184608
16363.999967,-0.187793
16364.999024,-0.185245
16365.999082,-0.187793
16367.000139,-0.183334
16368.000196,-0.187156
16369.000253,-0.187156
16370.000310,-0.186519
16371.000368,-0.183971
16371.999425,-0.186519
16373.000482,-0.185245
16374.000539,-0.183971
16375.000597,-0.185245
16376.000654,-0.186519
16377.000711,-0.186519
16378.000768,-0.186519
16379.000825,-0.186519
16379.999883,-0.185245
16380.999940,-0.185882
16381.999997,-0.186519
16382.999054,-0.187793
16384.000111,-0.187156
16384.999168,-0.183971
16386.000226,-0.187156
16387.000283,-0.183971
16388.000340,-0.183971
16389.000397,-0.185245
16390.000454,-0.183971
16391.000512,-0.185882
16392.000569,-0.186519
16393.000626,-0.184608
16394.000683,-0.183971
16395.000741,-0.185245
16395.999798,-0.183971
16397.000855,-0.183971
16397.999912,-0.187156
16398.999969,-0.185245
16400.000026,-0.183971
16401.000083,-0.181422
16402.000141,-0.185245
16403.000198,-0.188430
16403.999255,-0.183971
16404.999312,-0.187156
16406.000370,-0.186519
16407.000427,-0.184608
16408.000484,-0.185245
16408.999541,-0.183971
16409.999599,-0.184608
16410.999656,-0.184608
16411.999713,-0.189068
16413.000770,-0.187156
16414.000827,-0.187156
16414.999885,-0.187156
16415.999942,-0.185245
16416.999999,-0.185882
16418.000056,-0.185245
16419.000113,-0.183971
16419.999170,-0.189068
16421.000227,-0.187156
16422.000285,-0.184608
16422.999342,-0.188430
16424.000399,-0.187156
16425.000456,-0.183971
16426.000514,-0.187793
16426.999571,-0.187156
16428.000628,-0.187156
16429.000685,-0.185245
16430.000742,-0.188430
16431.000800,-0.189068
16432.000857,-0.183971
16432.999914,-0.185882
16433.999971,-0.187156
16435.000028,-0.185882
16436.000085,-0.185245
16437.000143,-0.186519
16438.000200,-0.187793
